id,hsk_level,word,pinyin,pos_zh,pos_en,pos_th,trans_en,trans_th,example_zh,example_th,example_en
159,1,苹果,píngguǒ,名,n.,คำนาม,apple,แอปเปิล,我喜欢吃苹果。,ฉันชอบกินแอปเปิล,I like eating apples.
160,1,七,qī,数,num.,ตัวเลข,seven; 7,เจ็ด,一周有七天。,หนึ่งสัปดาห์มีเจ็ดวัน,There are seven days in a week.
161,1,前,qián,名,n.,คำนาม,front; forward,ข้างหน้า / ก่อน,学校在前面。,โรงเรียนอยู่ข้างหน้า,The school is ahead.
162,1,钱,qián,名,n.,คำนาม,coin; money,เงิน,我没有钱了。,ฉันไม่มีเงินแล้ว,I have no money left.
163,1,千,qiān,数,num.,ตัวเลข,thousand,พัน,这本书一千块钱。,หนังสือเล่มนี้ราคาหนึ่งพันหยวน,This book costs one thousand yuan.
164,1,起床,qǐchuáng,动,v.,กริยา,to get out of bed; to get up,ลุกขึ้น,我每天七点起床。,ฉันตื่นนอนเจ็ดโมงทุกวัน,I get up at seven every day.
165,1,请,qǐng,动,v.,กริยา,to ask; to invite,โปรด,请进！| 我请你吃饭。,กรุณาเข้ามา! | ฉันเลี้ยงข้าวคุณ,Please come in! | I invite you to eat.
166,1,请问,qǐngwèn,动,v.,กริยา,"Excuse me, may I ask...?",ขออนุญาต,请问，图书馆在哪里？,ขอถามหน่อย ห้องสมุดอยู่ที่ไหน?,"Excuse me, where is the library?"
167,1,去,qù,动,v.,กริยา,to go; to go to,ไป,我去学校。,ฉันไปโรงเรียน,I go to school.
168,1,去年,qùnián,名,n.,คำนาม,last year,ปีที่แล้ว,去年我去了日本。,ปีที่แล้วฉันไปญี่ปุ่น,I went to Japan last year.
169,1,热,rè,形,adj.,คำคุณศัพท์,to warm up; to heat up,ร้อน,夏天很热。,ฤดูร้อนร้อนมาก,Summer is very hot.
170,1,人,rén,名,n.,คำนาม,person; people,คน,这里有很多人。,ที่นี่มีคนเยอะมาก,There are many people here.
171,1,认识,rènshi,动,v.,กริยา,to know; to recognize,ทราบ,我认识他。,ฉันรู้จักเขา,I know him.
172,1(4),日,rì,量、（名）,n. / meas.,ลักษณนาม / (คำนาม),sun; day,วัน,今天是几日？| 日出很美。,วันนี้วันที่เท่าไหร่? | พระอาทิตย์ขึ้นสวยมาก,What date is today? | The sunrise is very beautiful.
173,1,三,sān,数,num.,ตัวเลข,three; 3,สาม,我有三个朋友。,ฉันมีเพื่อนสามคน,I have three friends.
174,1,上,shàng,名、动,n. / v.,คำนาม / กริยา,on top; upon,เหนือกว่า,书在桌子上。| 我上楼了。,หนังสืออยู่บนโต๊ะ | ฉันขึ้นบันไดแล้ว,The book is on the table. | I went upstairs.
175,1,上班,shàngbān,动,v.,กริยา,to go to work; to be on duty,งาน,他八点上班。,เขาเริ่มงานแปดโมง,He starts work at eight.
176,1,商店,shāngdiàn,名,n.,คำนาม,store; shop,ร้านค้า,这家商店卖很多东西。,ร้านค้านี้ขายของหลายอย่าง,This shop sells many things.
177,1,上课,shàngkè,动,v.,กริยา,to attend class,เข้าเรียน,我们九点上课。,เราเข้าเรียนเก้าโมง,We have class at nine.
178,1,上午,shàngwǔ,名,n.,คำนาม,morning,เช้า,上午我去图书馆。,เช้านี้ฉันไปห้องสมุด,I go to the library in the morning.
179,1,上学,shàngxué,动,v.,กริยา,to go to school; to attend school,ไปโรงเรียน,孩子们去上学了。,เด็กๆ ไปโรงเรียนแล้ว,The children have gone to school.
180,1,少,shǎo,形、动,v. / adj.,คำคุณศัพท์ / กริยา,few; less,น้อย,这里人很少。| 你吃少一点吧。,ที่นี่มีคนน้อยมาก | กินน้อยลงหน่อยนะ,There are very few people here. | Eat a little less.
181,1,谁,shéi/shuí,代,pron.,คำสรรพนาม,who,ใคร,那是谁？,นั่นคือใคร?,Who is that?
182,1,生病,shēngbìng,动,v.,กริยา,to fall ill,ป่วย,他生病了，在家休息。,เขาป่วยจึงพักอยู่บ้าน,He is sick and resting at home.
183,1,什么,shénme,代,pron.,คำสรรพนาม,what?; something,อะไร,你想吃什么？,คุณอยากกินอะไร?,What do you want to eat?
184,1,十,shí,数,num.,ตัวเลข,ten; 10,สิบ,我有十本书。,ฉันมีหนังสือสิบเล่ม,I have ten books.
185,1,事,shì,名,n.,คำนาม,matter; thing,สิ่ง,你有什么事？,คุณมีเรื่องอะไร?,What is the matter?
186,1,是,shì,动,v.,กริยา,is; are,ใช่,他是我的朋友。,เขาคือเพื่อนของฉัน,He is my friend.
187,1,时候,shíhou,名,n.,คำนาม,time; moment,เวลา / ตอนนั้น,你什么时候来？,คุณจะมาเมื่อไหร่?,When will you come?
188,1,时间,shíjiān,名,n.,คำนาม,time; period,เวลา,我没有时间。,ฉันไม่มีเวลา,I don't have time.
189,1,手机,shǒujī,名,n.,คำนาม,cell phone; mobile phone,โทรศัพท์มือถือ,我的手机没电了。,โทรศัพท์มือถือของฉันหมดแบตแล้ว,My phone is out of battery.
190,1,书,shū,名,n.,คำนาม,book; letter,หนังสือ,我喜欢看书。,ฉันชอบอ่านหนังสือ,I like reading books.
191,1,书店,shūdiàn,名,n.,คำนาม,bookstore,ร้านหนังสือ,我去书店买书。,ฉันไปร้านหนังสือซื้อหนังสือ,I go to the bookstore to buy books.
192,1,睡,shuì,动,v.,กริยา,to sleep; to lie down,นอน,我晚上十点睡。,ฉันนอนสี่ทุ่มตอนกลางคืน,I sleep at ten at night.
193,1,水,shuǐ,名,n.,คำนาม,water; river,น้ำ,请给我一杯水。,กรุณาให้น้ำฉันหนึ่งแก้ว,Please give me a glass of water.
194,1,水果,shuǐguǒ,名,n.,คำนาม,fruit,ผลไม้,我喜欢吃水果。,ฉันชอบกินผลไม้,I like eating fruit.
195,1,睡觉,shuìjiào,动,v.,กริยา,to go to bed; to sleep,นอน,我每天十点睡觉。,ฉันนอนหลับสี่ทุ่มทุกวัน,I go to sleep at ten every day.
196,1,说,shuō,动,v.,กริยา,to say; to speak,พูด / บอก,他说中文说得很好。,เขาพูดภาษาจีนได้ดีมาก,He speaks Chinese very well.
197,1,说话,shuōhuà,动,v.,กริยา,to speak; to say,พูด,请不要在图书馆说话。,กรุณาอย่าพูดในห้องสมุด,Please don't talk in the library.
198,1,四,sì,数,num.,ตัวเลข,four; 4,สี่,我家有四口人。,บ้านฉันมีสี่คน,My family has four people.
199,1,岁,suì,量,meas.,ลักษณนาม,years old,อายุ,我今年二十岁。,ปีนี้ฉันอายุยี่สิบปี,I am twenty years old this year.
200,1,他,tā,代,pron.,คำสรรพนาม,he or him,เขา,他是我的同学。,เขาเป็นเพื่อนร่วมชั้นของฉัน,He is my classmate.
201,1,它,tā,代,pron.,คำสรรพนาม,it,มัน,这只猫，它很可爱。,แมวตัวนี้มันน่ารักมาก,"This cat, it is very cute."
202,1,她,tā,代,pron.,คำสรรพนาม,she,เธอ,她是我的朋友。,เธอเป็นเพื่อนของฉัน,She is my friend.
203,1,太,tài,副,adv.,คำวิเศษณ์,too; extremely,เกินไป / มากเกิน,这件衣服太贵了。,เสื้อตัวนี้แพงเกินไป,This piece of clothing is too expensive.
204,1,他们,tāmen,代,pron.,คำสรรพนาม,they,พวกเขา,他们都是学生。,พวกเขาทุกคนเป็นนักเรียน,They are all students.
205,1,它们,tāmen,代,pron.,คำสรรพนาม,they,พวกเขา,这些猫，它们都很可爱。,แมวพวกนี้ มันน่ารักทุกตัว,"These cats, they are all very cute."
206,1,她们,tāmen,代,pron.,คำสรรพนาม,they; them,พวกเขา,她们是好朋友。,พวกเธอเป็นเพื่อนที่ดี,They are good friends.
207,1,天,tiān,名、量,n. / meas.,คำนาม / ลักษณนาม,day; sky,ท้องฟ้า,今天天气很好。| 我学了三天。,วันนี้อากาศดีมาก | ฉันเรียนมาสามวัน,The weather is very nice today. | I have studied for three days.
208,1,天气,tiānqì,名,n.,คำนาม,weather,สภาพอากาศ,今天天气怎么样？,วันนี้อากาศเป็นอย่างไร?,How is the weather today?
209,1,听,tīng,动,v.,กริยา,to listen; to hear,ฟัง,我喜欢听音乐。,ฉันชอบฟังเพลง,I like listening to music.
210,1,听见,tīngjiàn,动,v.,กริยา,to hear,ได้ยิน,我听见有人敲门。,ฉันได้ยินเสียงคนเคาะประตู,I heard someone knocking on the door.
